         221654120 function calls (221652946 primitive calls) in 455.437 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.004    0.004    0.004    0.004 signals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 signals.py:9(_InterruptHandler)
        1    0.000    0.000    0.000    0.000 simple_paths.py:6(<module>)
        1    0.003    0.003    0.005    0.005 small.py:5(<module>)
        1    0.000    0.000    0.000    0.000 smetric.py:1(<module>)
        1    0.000    0.000    0.000    0.000 social.py:3(<module>)
        1    0.000    0.000    0.002    0.002 sparsegraph6.py:16(<module>)
        1    0.000    0.000    0.000    0.000 spectral.py:4(<module>)
        1    0.000    0.000    0.000    0.000 spectrum.py:3(<module>)
      150    0.003    0.000    0.018    0.000 sre_compile.py:178(_compile_charset)
      150    0.012    0.000    0.016    0.000 sre_compile.py:207(_optimize_charset)
      399    0.000    0.000    0.000    0.000 sre_compile.py:24(_identityfunction)
       22    0.003    0.000    0.003    0.000 sre_compile.py:258(_mk_bitmap)
   378/17    0.011    0.000    0.036    0.002 sre_compile.py:32(_compile)
      165    0.001    0.000    0.002    0.000 sre_compile.py:354(_simple)
       17    0.000    0.000    0.007    0.000 sre_compile.py:361(_compile_info)
       34    0.000    0.000    0.000    0.000 sre_compile.py:474(isstring)
       17    0.000    0.000    0.043    0.003 sre_compile.py:480(_code)
       17    0.000    0.000    0.091    0.005 sre_compile.py:495(compile)
       22    0.000    0.000    0.000    0.000 sre_compile.py:51(fixup)
      777    0.001    0.000    0.001    0.000 sre_parse.py:126(__len__)
     1637    0.004    0.000    0.006    0.000 sre_parse.py:130(__getitem__)
      165    0.000    0.000    0.000    0.000 sre_parse.py:134(__setitem__)
      473    0.001    0.000    0.001    0.000 sre_parse.py:138(append)
  533/182    0.006    0.000    0.007    0.000 sre_parse.py:140(getwidth)
       17    0.000    0.000    0.000    0.000 sre_parse.py:178(__init__)
     2500    0.009    0.000    0.011    0.000 sre_parse.py:182(__next)
     1056    0.002    0.000    0.003    0.000 sre_parse.py:195(match)
     2190    0.004    0.000    0.014    0.000 sre_parse.py:201(get)
      104    0.000    0.000    0.000    0.000 sre_parse.py:210(isident)
       19    0.000    0.000    0.000    0.000 sre_parse.py:216(isname)
       50    0.000    0.000    0.000    0.000 sre_parse.py:225(_class_escape)
      107    0.000    0.000    0.001    0.000 sre_parse.py:257(_escape)
   104/17    0.003    0.000    0.046    0.003 sre_parse.py:301(_parse_sub)
   176/19    0.018    0.000    0.046    0.002 sre_parse.py:379(_parse)
       17    0.000    0.000    0.047    0.003 sre_parse.py:663(parse)
       17    0.000    0.000    0.000    0.000 sre_parse.py:67(__init__)
       64    0.000    0.000    0.000    0.000 sre_parse.py:72(opengroup)
       64    0.000    0.000    0.000    0.000 sre_parse.py:83(closegroup)
      378    0.001    0.000    0.001    0.000 sre_parse.py:90(__init__)
        1    0.000    0.000    0.000    0.000 stochastic.py:1(<module>)
       42    0.000    0.000    0.000    0.000 string.py:308(join)
   100000    2.171    0.000    3.126    0.000 strongly_connected.py:25(strongly_connected_components)
        1    0.000    0.000    0.000    0.000 strongly_connected.py:4(<module>)
        1    0.027    0.027    0.086    0.086 subprocess.py:389(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:401(CalledProcessError)
        1    0.000    0.000    0.000    0.000 subprocess.py:419(STARTUPINFO)
        1    0.000    0.000    0.000    0.000 subprocess.py:425(pywintypes)
        1    0.000    0.000    0.000    0.000 subprocess.py:611(Popen)
        1    0.000    0.000    0.000    0.000 suite.py:1(<module>)
        1    0.000    0.000    0.000    0.000 suite.py:11(BaseTestSuite)
        1    0.000    0.000    0.000    0.000 suite.py:235(_ErrorHolder)
        1    0.000    0.000    0.000    0.000 suite.py:282(_DebugResult)
        1    0.000    0.000    0.000    0.000 suite.py:73(TestSuite)
        1    0.002    0.002    0.002    0.002 swap.py:3(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:107(_RandomNameSequence)
        1    0.023    0.023    0.023    0.023 tempfile.py:18(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:357(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 tempfile.py:486(SpooledTemporaryFile)
        1    0.003    0.003    0.003    0.003 test.py:2(<module>)
        1    0.000    0.000    0.000    0.000 tf.py:15(TF)
   100000    1.061    0.000    1.061    0.000 tf.py:20(__init__)
   100000    1.743    0.000   24.248    0.000 tf.py:222(create_standard_rule)
   100000    0.522    0.000    0.757    0.000 tf.py:273(find_influences)
   100000    8.734    0.000   16.570    0.000 tf.py:295(set_fast_lookup_pointers)
   100000    3.724    0.000   31.843    0.000 tf.py:311(add_rewrite_rule)
   100000    2.195    0.000    2.254    0.000 tf.py:487(T)
   100000    1.088    0.000    1.088    0.000 tf.py:52(generate_next_id)
  1200000    5.210    0.000    5.638    0.000 tf.py:650(T_inv)
        1    0.014    0.014    0.017    0.017 tf.py:9(<module>)
        1    0.014    0.014    0.059    0.059 threading.py:1(<module>)
        2    0.000    0.000    0.000    0.000 threading.py:175(Condition)
        1    0.000    0.000    0.000    0.000 threading.py:178(_Condition)
        2    0.000    0.000    0.000    0.000 threading.py:180(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:220(_is_owned)
        1    0.000    0.000    0.000    0.000 threading.py:271(notify)
        1    0.000    0.000    0.000    0.000 threading.py:289(notifyAll)
        1    0.000    0.000    0.000    0.000 threading.py:298(_Semaphore)
        1    0.000    0.000    0.000    0.000 threading.py:346(_BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 threading.py:358(Event)
        1    0.000    0.000    0.000    0.000 threading.py:361(_Event)
        1    0.000    0.000    0.000    0.000 threading.py:365(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:375(set)
        1    0.000    0.000    0.000    0.000 threading.py:414(Thread)
        1    0.000    0.000    0.000    0.000 threading.py:426(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:509(_set_ident)
        1    0.000    0.000    0.000    0.000 threading.py:56(_Verbose)
        4    0.000    0.000    0.000    0.000 threading.py:58(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:63(_note)
        1    0.000    0.000    0.000    0.000 threading.py:711(_Timer)
        1    0.000    0.000    0.000    0.000 threading.py:740(_MainThread)
        1    0.000    0.000    0.000    0.000 threading.py:742(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:749(_set_daemon)
        1    0.000    0.000    0.000    0.000 threading.py:780(_DummyThread)
        1    0.000    0.000    0.000    0.000 threading.py:98(_RLock)
        1    0.000    0.000    0.000    0.000 threshold.py:3(<module>)
        1    0.000    0.000    0.000    0.000 token.py:3(<module>)
        1    0.000    0.000    0.000    0.000 tokenize.py:145(TokenError)
        1    0.000    0.000    0.000    0.000 tokenize.py:147(StopTokenizing)
        1    0.000    0.000    0.000    0.000 tokenize.py:178(Untokenizer)
        1    0.012    0.012    0.073    0.073 tokenize.py:23(<module>)
       19    0.000    0.000    0.000    0.000 tokenize.py:44(group)
        1    0.000    0.000    0.000    0.000 tokenize.py:45(any)
        2    0.000    0.000    0.000    0.000 tokenize.py:46(maybe)
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
        1    0.000    0.000    0.000    0.000 unary.py:1(<module>)
        1    0.000    0.000    0.000    0.000 union_find.py:12(UnionFind)
        1    0.000    0.000    0.000    0.000 union_find.py:3(<module>)
        1    0.000    0.000    0.000    0.000 unweighted.py:4(<module>)
        1    0.000    0.000    0.000    0.000 util.py:1(<module>)
        1    0.003    0.003    0.003    0.003 util.py:32(find_msvcrt)
        1    0.000    0.000    0.000    0.000 util.py:4(<module>)
        2    0.001    0.000    0.047    0.024 util.py:49(find_library)
        1    0.000    0.000    0.000    0.000 util.py:9(_get_build_version)
        4    0.000    0.000    0.000    0.000 uuid.py:101(__init__)
        1    0.019    0.019    0.098    0.098 uuid.py:45(<module>)
        1    0.000    0.000    0.000    0.000 uuid.py:53(UUID)
        1    0.000    0.000    0.000    0.000 version.py:6(<module>)
        1    0.000    0.000    0.000    0.000 vf2userfunc.py:125(DiGraphMatcher)
        1    0.000    0.000    0.000    0.000 vf2userfunc.py:191(MultiGraphMatcher)
        1    0.000    0.000    0.000    0.000 vf2userfunc.py:195(MultiDiGraphMatcher)
        1    0.005    0.005    0.008    0.008 vf2userfunc.py:32(<module>)
        1    0.000    0.000    0.000    0.000 vf2userfunc.py:78(GraphMatcher)
        1    0.000    0.000    0.000    0.000 vitality.py:3(<module>)
        1    0.000    0.000    0.001    0.001 warnings.py:45(filterwarnings)
        1    0.000    0.000    0.000    0.000 weakly_connected.py:4(<module>)
        1    0.000    0.000    0.000    0.000 weakref.py:243(__init__)
        1    0.002    0.002    0.002    0.002 weighted.py:4(<module>)
        1    0.000    0.000    0.000    0.000 wildcard_dictionary.py:11(wildcard_dictionary)
        1    0.000    0.000    0.000    0.000 wildcard_dictionary.py:9(<module>)
        4    0.000    0.000    0.000    0.000 {_ctypes.LoadLibrary}
        2    0.000    0.000    0.000    0.000 {_ctypes.POINTER}
        1    0.000    0.000    0.000    0.000 {_ctypes.set_conversion_mode}
       34    0.000    0.000    0.000    0.000 {_ctypes.sizeof}
        1    0.000    0.000    0.000    0.000 {_elementtree.Element}
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha512}
       17    0.000    0.000    0.000    0.000 {_sre.compile}
       56    0.000    0.000    0.000    0.000 {_sre.getlower}
       18    0.000    0.000    0.000    0.000 {_struct.calcsize}
        3    0.000    0.000    0.000    0.000 {abs}
       38    0.000    0.000    0.001    0.000 {all}
        1    0.000    0.000    0.000    0.000 {binascii.hexlify}
     1001    0.002    0.000    0.002    0.000 {bin}
      181    0.001    0.000    0.001    0.000 {built-in method __new__ of type object at 0x1E1E8538}
       94    0.000    0.000    0.000    0.000 {built-in method group}
       87    0.001    0.000    0.001    0.000 {built-in method match}
        1    0.000    0.000    0.000    0.000 {built-in method now}
        2    0.000    0.000    0.000    0.000 {chr}
       84    0.010    0.000    0.010    0.000 {compile}
        1    0.000    0.000    0.000    0.000 {dir}
   200000   78.038    0.000  323.151    0.002 {filter}
        1    0.000    0.000    0.000    0.000 {function seed at 0x01BCF0F0}
     1131    0.002    0.000    0.002    0.000 {getattr}
       15    0.000    0.000    0.000    0.000 {globals}
      179    0.000    0.000    0.000    0.000 {hasattr}
        1    0.000    0.000    0.000    0.000 {imp.get_suffixes}
     2144    0.002    0.000    0.002    0.000 {isinstance}
    20/11    0.000    0.000    0.001    0.000 {issubclass}
   100000    0.165    0.000    0.165    0.000 {iter}
2609748/2609543    0.979    0.000    0.979    0.000 {len}
        8    0.000    0.000    0.000    0.000 {locals}
        9    0.000    0.000    0.057    0.006 {map}
   300002    0.667    0.000    0.667    0.000 {math.ceil}
        1    0.000    0.000    0.000    0.000 {math.exp}
        3    0.000    0.000    0.000    0.000 {math.log}
        1    0.000    0.000    0.000    0.000 {math.sqrt}
  1200109    1.137    0.000    1.137    0.000 {max}
       38    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        9    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
        9    0.000    0.000    0.000    0.000 {method '__subclasshook__' of 'object' objects}
        2    0.000    0.000    0.000    0.000 {method 'acquire' of 'thread.lock' objects}
      109    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
  3600004    2.604    0.000    2.604    0.000 {method 'append' of 'bytearray' objects}
  2804892    1.527    0.000    1.527    0.000 {method 'append' of 'list' objects}
   100126    0.325    0.000    0.325    0.000 {method 'copy' of 'dict' objects}
        4    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
      117    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
   100030    0.053    0.000    0.053    0.000 {method 'extend' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
      353    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
  1300000    0.488    0.000    0.488    0.000 {method 'has_key' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
      255    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
       38    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
       25    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
      273    0.001    0.000    0.001    0.000 {method 'join' of 'str' objects}
  1500000    7.399    0.000    7.399    0.000 {method 'keys' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'keys' of 'dictproxy' objects}
     1001    0.001    0.000    0.001    0.000 {method 'ljust' of 'str' objects}
       33    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        6    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'release' of 'thread.lock' objects}
       64    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        9    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
       36    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
     1001    0.003    0.000    0.003    0.000 {method 'rjust' of 'str' objects}
        3    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
   100000    0.549    0.000    0.549    0.000 {method 'sort' of 'list' objects}
      137    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
       84    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
      231    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
      196    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'timetuple' of 'datetime.datetime' objects}
   100088    0.332    0.000    0.332    0.000 {method 'update' of 'dict' objects}
   100000    0.103    0.000    0.103    0.000 {method 'update' of 'set' objects}
        9    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
      841    0.001    0.000    0.001    0.000 {min}
        1    0.000    0.000    0.000    0.000 {nt._getfullpathname}
       68    0.043    0.001    0.043    0.001 {nt.stat}
        1    0.026    0.026    0.026    0.026 {nt.urandom}
      392    0.000    0.000    0.000    0.000 {ord}
  2401304    2.648    0.000    2.648    0.000 {range}
        8    0.000    0.000    0.000    0.000 {repr}
      412    0.000    0.000    0.000    0.000 {setattr}
       92    0.000    0.000    0.000    0.000 {sys._getframe}
        4    0.000    0.000    0.000    0.000 {thread.allocate_lock}
        2    0.000    0.000    0.000    0.000 {thread.get_ident}
        1    0.000    0.000    0.000    0.000 {time.asctime}
       84    0.000    0.000    0.000    0.000 {vars}


